1.000000000000000888e-01,6.999999999999999556e-01,5.999999999999999778e-01,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000222e-01,1.999999999999999556e-01,6.581138830084189983e-01,1.000000000000000888e-01,5.000000000000000000e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.999999999999999556e-01,0.000000000000000000e+00,1.999999999999999556e-01,6.999999999999999556e-01,6.581138830084189983e-01,0.000000000000000000e+00,1.999999999999999556e-01,1.999999999999999556e-01,1.999999999999999556e-01,4.000000000000000222e-01,1.000000000000000888e-01,1.999999999999999556e-01,3.000000000000000444e-01,1.000000000000000888e-01,1.000000000000000888e-01,1.999999999999999556e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000888e-01
1.000000000000000888e-01,6.999999999999999556e-01,5.999999999999999778e-01,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000222e-01,1.999999999999999556e-01,6.581138830084189983e-01,1.000000000000000888e-01,5.000000000000000000e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.999999999999999556e-01,0.000000000000000000e+00,1.999999999999999556e-01,6.999999999999999556e-01,6.581138830084189983e-01,0.000000000000000000e+00,1.999999999999999556e-01,1.999999999999999556e-01,1.999999999999999556e-01,4.000000000000000222e-01,1.000000000000000888e-01,1.999999999999999556e-01,3.000000000000000444e-01,1.000000000000000888e-01,1.000000000000000888e-01,1.999999999999999556e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000888e-01
1.000000000000000888e-01,6.999999999999999556e-01,4.000000000000000222e-01,1.999999999999999556e-01,1.999999999999999556e-01,5.999999999999999778e-01,4.000000000000000222e-01,6.581138830084189983e-01,1.000000000000000888e-01,5.000000000000000000e-01,1.999999999999999556e-01,1.999999999999999556e-01,0.000000000000000000e+00,1.999999999999999556e-01,1.999999999999999556e-01,6.999999999999999556e-01,7.635231383473649602e-01,1.999999999999999556e-01,1.999999999999999556e-01,4.000000000000000222e-01,0.000000000000000000e+00,4.000000000000000222e-01,1.000000000000000888e-01,4.000000000000000222e-01,1.000000000000000888e-01,1.000000000000000888e-01,1.000000000000000888e-01,4.000000000000000222e-01,1.999999999999999556e-01,1.999999999999999556e-01,3.000000000000000444e-01
1.000000000000000888e-01,6.999999999999999556e-01,5.999999999999999778e-01,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000222e-01,1.999999999999999556e-01,6.581138830084189983e-01,1.000000000000000888e-01,5.000000000000000000e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.999999999999999556e-01,0.000000000000000000e+00,1.999999999999999556e-01,6.999999999999999556e-01,6.581138830084189983e-01,0.000000000000000000e+00,1.999999999999999556e-01,1.999999999999999556e-01,1.999999999999999556e-01,4.000000000000000222e-01,1.000000000000000888e-01,1.999999999999999556e-01,3.000000000000000444e-01,1.000000000000000888e-01,1.000000000000000888e-01,1.999999999999999556e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000888e-01
1.000000000000000888e-01,8.999999999999999112e-01,5.999999999999999778e-01,1.999999999999999556e-01,1.999999999999999556e-01,4.000000000000000222e-01,1.999999999999999556e-01,5.527046276694729254e-01,1.000000000000000888e-01,5.000000000000000000e-01,1.999999999999999556e-01,1.999999999999999556e-01,1.999999999999999556e-01,1.999999999999999556e-01,0.000000000000000000e+00,6.999999999999999556e-01,5.527046276694729254e-01,1.999999999999999556e-01,4.000000000000000222e-01,1.999999999999999556e-01,1.999999999999999556e-01,4.000000000000000222e-01,3.000000000000000444e-01,4.000000000000000222e-01,3.000000000000000444e-01,1.000000000000000888e-01,1.000000000000000888e-01,4.000000000000000222e-01,1.999999999999999556e-01,1.999999999999999556e-01,1.000000000000000888e-01
8.000000000000000444e-01,1.999999999999999556e-01,6.999999999999999556e-01,6.999999999999999556e-01,6.999999999999999556e-01,3.000000000000000444e-01,5.000000000000000000e-01,6.581138830084189983e-01,8.000000000000000444e-01,1.999999999999999556e-01,6.999999999999999556e-01,6.999999999999999556e-01,6.999999999999999556e-01,6.999999999999999556e-01,6.999999999999999556e-01,0.000000000000000000e+00,3.418861169915810017e-01,6.999999999999999556e-01,5.000000000000000000e-01,5.000000000000000000e-01,6.999999999999999556e-01,8.999999999999999112e-01,5.999999999999999778e-01,6.999999999999999556e-01,5.999999999999999778e-01,8.000000000000000444e-01,8.000000000000000444e-01,5.000000000000000000e-01,6.999999999999999556e-01,6.999999999999999556e-01,5.999999999999999778e-01
6.581138830084189983e-01,5.527046276694729254e-01,7.635231383473649602e-01,6.581138830084189983e-01,6.581138830084189983e-01,4.472953723305270746e-01,4.472953723305270746e-01,5.000000000000000000e-01,6.581138830084189983e-01,3.418861169915810017e-01,6.581138830084189983e-01,6.581138830084189983e-01,7.635231383473649602e-01,6.581138830084189983e-01,5.527046276694729254e-01,3.418861169915810017e-01,0.000000000000000000e+00,6.581138830084189983e-01,6.581138830084189983e-01,4.472953723305269635e-01,7.635231383473648492e-01,7.635231383473648492e-01,7.635231383473648492e-01,8.689323936863109221e-01,6.581138830084189983e-01,6.581138830084189983e-01,6.581138830084189983e-01,6.581138830084189983e-01,6.581138830084189983e-01,6.581138830084189983e-01,5.527046276694729254e-01
1.000000000000000888e-01,6.999999999999999556e-01,5.999999999999999778e-01,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000222e-01,1.999999999999999556e-01,6.581138830084189983e-01,1.000000000000000888e-01,5.000000000000000000e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.999999999999999556e-01,0.000000000000000000e+00,1.999999999999999556e-01,6.999999999999999556e-01,6.581138830084189983e-01,0.000000000000000000e+00,1.999999999999999556e-01,1.999999999999999556e-01,1.999999999999999556e-01,4.000000000000000222e-01,1.000000000000000888e-01,1.999999999999999556e-01,3.000000000000000444e-01,1.000000000000000888e-01,1.000000000000000888e-01,1.999999999999999556e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000888e-01
3.000000000000000444e-01,5.000000000000000000e-01,5.999999999999999778e-01,1.999999999999999556e-01,1.999999999999999556e-01,5.999999999999999778e-01,1.999999999999999556e-01,8.689323936863109221e-01,3.000000000000000444e-01,3.000000000000000444e-01,1.999999999999999556e-01,1.999999999999999556e-01,1.999999999999999556e-01,1.999999999999999556e-01,4.000000000000000222e-01,5.000000000000000000e-01,6.581138830084189983e-01,1.999999999999999556e-01,0.000000000000000000e+00,4.000000000000000222e-01,1.999999999999999556e-01,5.999999999999999778e-01,1.000000000000000888e-01,4.000000000000000222e-01,1.000000000000000888e-01,3.000000000000000444e-01,3.000000000000000444e-01,4.000000000000000222e-01,1.999999999999999556e-01,1.999999999999999556e-01,3.000000000000000444e-01
3.000000000000000444e-01,6.999999999999999556e-01,8.000000000000000444e-01,1.999999999999999556e-01,1.999999999999999556e-01,1.999999999999999556e-01,1.999999999999999556e-01,5.527046276694729254e-01,3.000000000000000444e-01,3.000000000000000444e-01,1.999999999999999556e-01,1.999999999999999556e-01,4.000000000000000222e-01,1.999999999999999556e-01,1.999999999999999556e-01,5.000000000000000000e-01,4.472953723305269635e-01,1.999999999999999556e-01,4.000000000000000222e-01,0.000000000000000000e+00,4.000000000000000222e-01,5.999999999999999778e-01,3.000000000000000444e-01,4.000000000000000222e-01,5.000000000000000000e-01,3.000000000000000444e-01,3.000000000000000444e-01,1.999999999999999556e-01,1.999999999999999556e-01,1.999999999999999556e-01,1.000000000000000888e-01
1.000000000000000888e-01,6.999999999999999556e-01,4.000000000000000222e-01,1.999999999999999556e-01,1.999999999999999556e-01,5.999999999999999778e-01,4.000000000000000222e-01,6.581138830084189983e-01,1.000000000000000888e-01,5.000000000000000000e-01,1.999999999999999556e-01,1.999999999999999556e-01,0.000000000000000000e+00,1.999999999999999556e-01,1.999999999999999556e-01,6.999999999999999556e-01,7.635231383473648492e-01,1.999999999999999556e-01,1.999999999999999556e-01,4.000000000000000222e-01,0.000000000000000000e+00,4.000000000000000222e-01,1.000000000000000888e-01,4.000000000000000222e-01,1.000000000000000888e-01,1.000000000000000888e-01,1.000000000000000888e-01,4.000000000000000222e-01,1.999999999999999556e-01,1.999999999999999556e-01,3.000000000000000444e-01
3.000000000000000444e-01,6.999999999999999556e-01,1.999999999999999556e-01,4.000000000000000222e-01,4.000000000000000222e-01,5.999999999999999778e-01,5.999999999999999778e-01,2.364768616526351508e-01,3.000000000000000444e-01,8.999999999999999112e-01,4.000000000000000222e-01,4.000000000000000222e-01,4.000000000000000222e-01,4.000000000000000222e-01,4.000000000000000222e-01,8.999999999999999112e-01,7.635231383473648492e-01,4.000000000000000222e-01,5.999999999999999778e-01,5.999999999999999778e-01,4.000000000000000222e-01,0.000000000000000000e+00,5.000000000000000000e-01,1.999999999999999556e-01,5.000000000000000000e-01,3.000000000000000444e-01,3.000000000000000444e-01,4.000000000000000222e-01,4.000000000000000222e-01,4.000000000000000222e-01,5.000000000000000000e-01
1.999999999999999556e-01,5.999999999999999778e-01,5.000000000000000000e-01,1.000000000000000888e-01,1.000000000000000888e-01,5.000000000000000000e-01,3.000000000000000444e-01,7.635231383473648492e-01,1.999999999999999556e-01,4.000000000000000222e-01,1.000000000000000888e-01,1.000000000000000888e-01,1.000000000000000888e-01,1.000000000000000888e-01,3.000000000000000444e-01,5.999999999999999778e-01,7.635231383473648492e-01,1.000000000000000888e-01,1.000000000000000888e-01,3.000000000000000444e-01,1.000000000000000888e-01,5.000000000000000000e-01,0.000000000000000000e+00,3.000000000000000444e-01,1.999999999999999556e-01,1.999999999999999556e-01,1.999999999999999556e-01,3.000000000000000444e-01,1.000000000000000888e-01,1.000000000000000888e-01,1.999999999999999556e-01
3.000000000000000444e-01,5.000000000000000000e-01,4.000000000000000222e-01,1.999999999999999556e-01,1.999999999999999556e-01,4.000000000000000222e-01,4.000000000000000222e-01,4.472953723305269635e-01,3.000000000000000444e-01,6.999999999999999556e-01,1.999999999999999556e-01,1.999999999999999556e-01,4.000000000000000222e-01,1.999999999999999556e-01,4.000000000000000222e-01,6.999999999999999556e-01,8.689323936863109221e-01,1.999999999999999556e-01,4.000000000000000222e-01,4.000000000000000222e-01,4.000000000000000222e-01,1.999999999999999556e-01,3.000000000000000444e-01,0.000000000000000000e+00,5.000000000000000000e-01,3.000000000000000444e-01,3.000000000000000444e-01,1.999999999999999556e-01,1.999999999999999556e-01,1.999999999999999556e-01,3.000000000000000444e-01
1.999999999999999556e-01,5.999999999999999778e-01,5.000000000000000000e-01,3.000000000000000444e-01,3.000000000000000444e-01,6.999999999999999556e-01,3.000000000000000444e-01,7.635231383473648492e-01,1.999999999999999556e-01,4.000000000000000222e-01,3.000000000000000444e-01,3.000000000000000444e-01,1.000000000000000888e-01,3.000000000000000444e-01,3.000000000000000444e-01,5.999999999999999778e-01,6.581138830084189983e-01,3.000000000000000444e-01,1.000000000000000888e-01,5.000000000000000000e-01,1.000000000000000888e-01,5.000000000000000000e-01,1.999999999999999556e-01,5.000000000000000000e-01,0.000000000000000000e+00,1.999999999999999556e-01,1.999999999999999556e-01,5.000000000000000000e-01,3.000000000000000444e-01,3.000000000000000444e-01,4.000000000000000222e-01
0.000000000000000000e+00,8.000000000000000444e-01,5.000000000000000000e-01,1.000000000000000888e-01,1.000000000000000888e-01,5.000000000000000000e-01,3.000000000000000444e-01,5.527046276694729254e-01,0.000000000000000000e+00,5.999999999999999778e-01,1.000000000000000888e-01,1.000000000000000888e-01,1.000000000000000888e-01,1.000000000000000888e-01,1.000000000000000888e-01,8.000000000000000444e-01,6.581138830084189983e-01,1.000000000000000888e-01,3.000000000000000444e-01,3.000000000000000444e-01,1.000000000000000888e-01,3.000000000000000444e-01,1.999999999999999556e-01,3.000000000000000444e-01,1.999999999999999556e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.000000000000000444e-01,1.000000000000000888e-01,1.000000000000000888e-01,1.999999999999999556e-01
0.000000000000000000e+00,8.000000000000000444e-01,5.000000000000000000e-01,1.000000000000000888e-01,1.000000000000000888e-01,5.000000000000000000e-01,3.000000000000000444e-01,5.527046276694729254e-01,0.000000000000000000e+00,5.999999999999999778e-01,1.000000000000000888e-01,1.000000000000000888e-01,1.000000000000000888e-01,1.000000000000000888e-01,1.000000000000000888e-01,8.000000000000000444e-01,6.581138830084189983e-01,1.000000000000000888e-01,3.000000000000000444e-01,3.000000000000000444e-01,1.000000000000000888e-01,3.000000000000000444e-01,1.999999999999999556e-01,3.000000000000000444e-01,1.999999999999999556e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.000000000000000444e-01,1.000000000000000888e-01,1.000000000000000888e-01,1.999999999999999556e-01
3.000000000000000444e-01,5.000000000000000000e-01,5.999999999999999778e-01,1.999999999999999556e-01,1.999999999999999556e-01,1.999999999999999556e-01,4.000000000000000222e-01,4.472953723305269635e-01,3.000000000000000444e-01,5.000000000000000000e-01,1.999999999999999556e-01,1.999999999999999556e-01,4.000000000000000222e-01,1.999999999999999556e-01,4.000000000000000222e-01,5.000000000000000000e-01,6.581138830084189983e-01,1.999999999999999556e-01,4.000000000000000222e-01,1.999999999999999556e-01,4.000000000000000222e-01,4.000000000000000222e-01,3.000000000000000444e-01,1.999999999999999556e-01,5.000000000000000000e-01,3.000000000000000444e-01,3.000000000000000444e-01,0.000000000000000000e+00,1.999999999999999556e-01,1.999999999999999556e-01,3.000000000000000444e-01
1.000000000000000888e-01,6.999999999999999556e-01,5.999999999999999778e-01,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000222e-01,1.999999999999999556e-01,6.581138830084189983e-01,1.000000000000000888e-01,5.000000000000000000e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.999999999999999556e-01,0.000000000000000000e+00,1.999999999999999556e-01,6.999999999999999556e-01,6.581138830084189983e-01,0.000000000000000000e+00,1.999999999999999556e-01,1.999999999999999556e-01,1.999999999999999556e-01,4.000000000000000222e-01,1.000000000000000888e-01,1.999999999999999556e-01,3.000000000000000444e-01,1.000000000000000888e-01,1.000000000000000888e-01,1.999999999999999556e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000888e-01
1.000000000000000888e-01,6.999999999999999556e-01,5.999999999999999778e-01,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000222e-01,1.999999999999999556e-01,6.581138830084189983e-01,1.000000000000000888e-01,5.000000000000000000e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.999999999999999556e-01,0.000000000000000000e+00,1.999999999999999556e-01,6.999999999999999556e-01,6.581138830084189983e-01,0.000000000000000000e+00,1.999999999999999556e-01,1.999999999999999556e-01,1.999999999999999556e-01,4.000000000000000222e-01,1.000000000000000888e-01,1.999999999999999556e-01,3.000000000000000444e-01,1.000000000000000888e-01,1.000000000000000888e-01,1.999999999999999556e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000888e-01
1.999999999999999556e-01,8.000000000000000444e-01,6.999999999999999556e-01,1.000000000000000888e-01,1.000000000000000888e-01,3.000000000000000444e-01,1.000000000000000888e-01,6.581138830084189983e-01,1.999999999999999556e-01,4.000000000000000222e-01,1.000000000000000888e-01,1.000000000000000888e-01,3.000000000000000444e-01,1.000000000000000888e-01,1.000000000000000888e-01,5.999999999999999778e-01,5.527046276694729254e-01,1.000000000000000888e-01,3.000000000000000444e-01,1.000000000000000888e-01,3.000000000000000444e-01,5.000000000000000000e-01,1.999999999999999556e-01,3.000000000000000444e-01,4.000000000000000222e-01,1.999999999999999556e-01,1.999999999999999556e-01,3.000000000000000444e-01,1.000000000000000888e-01,1.000000000000000888e-01,0.000000000000000000e+00
